indicator_id,site_id,hypothesis_id,indicator_name,indicator_value,indicator_unit,direction,reliability_weight,evidence_date,data_source,notes
SRC-0039,GHSED-008,H_LITHO,land_use_source_support_score,0.55,score_0_1,higher_risk,0.74,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0040,GHSED-008,H_PORT,land_use_source_support_score,0.01,score_0_1,higher_risk,0.85,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0041,GHSED-009,H_MINE,land_use_source_support_score,0.53,score_0_1,higher_risk,0.86,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0042,GHSED-009,H_URBAN,land_use_source_support_score,0.27,score_0_1,higher_risk,0.91,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0043,GHSED-009,H_AGRI,land_use_source_support_score,0.37,score_0_1,higher_risk,0.88,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0044,GHSED-009,H_LITHO,land_use_source_support_score,0.56,score_0_1,higher_risk,0.73,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0045,GHSED-009,H_PORT,land_use_source_support_score,0.08,score_0_1,higher_risk,0.79,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0046,GHSED-010,H_MINE,land_use_source_support_score,0.83,score_0_1,higher_risk,0.8,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0047,GHSED-010,H_URBAN,land_use_source_support_score,0.13,score_0_1,higher_risk,0.86,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0048,GHSED-010,H_AGRI,land_use_source_support_score,0.23,score_0_1,higher_risk,0.91,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0049,GHSED-010,H_LITHO,land_use_source_support_score,0.3,score_0_1,higher_risk,0.83,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0050,GHSED-010,H_PORT,land_use_source_support_score,0.06,score_0_1,higher_risk,0.83,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0051,GHSED-011,H_MINE,land_use_source_support_score,0.07,score_0_1,higher_risk,0.77,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0052,GHSED-011,H_URBAN,land_use_source_support_score,0.11,score_0_1,higher_risk,0.74,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0053,GHSED-011,H_AGRI,land_use_source_support_score,0.12,score_0_1,higher_risk,0.8,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0054,GHSED-011,H_LITHO,land_use_source_support_score,0.67,score_0_1,higher_risk,0.83,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0055,GHSED-011,H_PORT,land_use_source_support_score,0,score_0_1,higher_risk,0.81,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0056,GHSED-012,H_MINE,land_use_source_support_score,0.21,score_0_1,higher_risk,0.92,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0057,GHSED-012,H_URBAN,land_use_source_support_score,0.53,score_0_1,higher_risk,0.82,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0058,GHSED-012,H_AGRI,land_use_source_support_score,0.57,score_0_1,higher_risk,0.74,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0059,GHSED-012,H_LITHO,land_use_source_support_score,0.28,score_0_1,higher_risk,0.9,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0060,GHSED-012,H_PORT,land_use_source_support_score,0,score_0_1,higher_risk,0.81,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0061,GHSED-013,H_MINE,land_use_source_support_score,0.13,score_0_1,higher_risk,0.89,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0062,GHSED-013,H_URBAN,land_use_source_support_score,1,score_0_1,higher_risk,0.78,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0063,GHSED-013,H_AGRI,land_use_source_support_score,0.17,score_0_1,higher_risk,0.83,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0064,GHSED-013,H_LITHO,land_use_source_support_score,0.13,score_0_1,higher_risk,0.9,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0065,GHSED-013,H_PORT,land_use_source_support_score,0.49,score_0_1,higher_risk,0.91,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0066,GHSED-014,H_MINE,land_use_source_support_score,0.03,score_0_1,higher_risk,0.85,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0067,GHSED-014,H_URBAN,land_use_source_support_score,0.93,score_0_1,higher_risk,0.74,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0068,GHSED-014,H_AGRI,land_use_source_support_score,0.09,score_0_1,higher_risk,0.76,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0069,GHSED-014,H_LITHO,land_use_source_support_score,0.17,score_0_1,higher_risk,0.73,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0070,GHSED-014,H_PORT,land_use_source_support_score,0.35,score_0_1,higher_risk,0.83,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0071,GHSED-015,H_MINE,land_use_source_support_score,0.01,score_0_1,higher_risk,0.83,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0072,GHSED-015,H_URBAN,land_use_source_support_score,0.87,score_0_1,higher_risk,0.84,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0073,GHSED-015,H_AGRI,land_use_source_support_score,0.15,score_0_1,higher_risk,0.92,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0074,GHSED-015,H_LITHO,land_use_source_support_score,0.16,score_0_1,higher_risk,0.86,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0075,GHSED-015,H_PORT,land_use_source_support_score,0.73,score_0_1,higher_risk,0.88,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0076,GHSED-016,H_MINE,land_use_source_support_score,0.01,score_0_1,higher_risk,0.73,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0077,GHSED-016,H_URBAN,land_use_source_support_score,0.41,score_0_1,higher_risk,0.81,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0078,GHSED-016,H_AGRI,land_use_source_support_score,0.54,score_0_1,higher_risk,0.86,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0079,GHSED-016,H_LITHO,land_use_source_support_score,0.13,score_0_1,higher_risk,0.88,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0080,GHSED-016,H_PORT,land_use_source_support_score,0.59,score_0_1,higher_risk,0.85,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0081,GHSED-017,H_MINE,land_use_source_support_score,0.14,score_0_1,higher_risk,0.81,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0082,GHSED-017,H_URBAN,land_use_source_support_score,0.77,score_0_1,higher_risk,0.9,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0083,GHSED-017,H_AGRI,land_use_source_support_score,0.37,score_0_1,higher_risk,0.75,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0084,GHSED-017,H_LITHO,land_use_source_support_score,0.19,score_0_1,higher_risk,0.75,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0085,GHSED-017,H_PORT,land_use_source_support_score,0.32,score_0_1,higher_risk,0.79,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0086,GHSED-018,H_MINE,land_use_source_support_score,0.1,score_0_1,higher_risk,0.91,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0087,GHSED-018,H_URBAN,land_use_source_support_score,0.24,score_0_1,higher_risk,0.77,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0088,GHSED-018,H_AGRI,land_use_source_support_score,0.11,score_0_1,higher_risk,0.85,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0089,GHSED-018,H_LITHO,land_use_source_support_score,0.48,score_0_1,higher_risk,0.78,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0090,GHSED-018,H_PORT,land_use_source_support_score,0,score_0_1,higher_risk,0.83,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0091,GHSED-019,H_MINE,land_use_source_support_score,0.1,score_0_1,higher_risk,0.91,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0092,GHSED-019,H_URBAN,land_use_source_support_score,0.88,score_0_1,higher_risk,0.75,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0093,GHSED-019,H_AGRI,land_use_source_support_score,0.17,score_0_1,higher_risk,0.84,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0094,GHSED-019,H_LITHO,land_use_source_support_score,0.15,score_0_1,higher_risk,0.89,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0095,GHSED-019,H_PORT,land_use_source_support_score,0,score_0_1,higher_risk,0.73,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0096,GHSED-020,H_MINE,land_use_source_support_score,0.07,score_0_1,higher_risk,0.73,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0097,GHSED-020,H_URBAN,land_use_source_support_score,0.25,score_0_1,higher_risk,0.85,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0098,GHSED-020,H_AGRI,land_use_source_support_score,0.58,score_0_1,higher_risk,0.87,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0099,GHSED-020,H_LITHO,land_use_source_support_score,0.31,score_0_1,higher_risk,0.82,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0100,GHSED-020,H_PORT,land_use_source_support_score,0.03,score_0_1,higher_risk,0.85,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0101,GHSED-021,H_MINE,land_use_source_support_score,0.06,score_0_1,higher_risk,0.82,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0102,GHSED-021,H_URBAN,land_use_source_support_score,0.28,score_0_1,higher_risk,0.88,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0103,GHSED-021,H_AGRI,land_use_source_support_score,0.64,score_0_1,higher_risk,0.73,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0104,GHSED-021,H_LITHO,land_use_source_support_score,0.25,score_0_1,higher_risk,0.73,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0105,GHSED-021,H_PORT,land_use_source_support_score,0,score_0_1,higher_risk,0.76,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0106,GHSED-022,H_MINE,land_use_source_support_score,0.14,score_0_1,higher_risk,0.84,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0107,GHSED-022,H_URBAN,land_use_source_support_score,0.4,score_0_1,higher_risk,0.87,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0108,GHSED-022,H_AGRI,land_use_source_support_score,0.66,score_0_1,higher_risk,0.89,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0109,GHSED-022,H_LITHO,land_use_source_support_score,0.27,score_0_1,higher_risk,0.79,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0110,GHSED-022,H_PORT,land_use_source_support_score,0.01,score_0_1,higher_risk,0.83,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0111,GHSED-023,H_MINE,land_use_source_support_score,0.98,score_0_1,higher_risk,0.77,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0112,GHSED-023,H_URBAN,land_use_source_support_score,0.46,score_0_1,higher_risk,0.77,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0113,GHSED-023,H_AGRI,land_use_source_support_score,0.15,score_0_1,higher_risk,0.8,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0114,GHSED-023,H_LITHO,land_use_source_support_score,0.27,score_0_1,higher_risk,0.84,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0115,GHSED-023,H_PORT,land_use_source_support_score,0.04,score_0_1,higher_risk,0.75,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0116,GHSED-024,H_MINE,land_use_source_support_score,0.1,score_0_1,higher_risk,0.79,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0117,GHSED-024,H_URBAN,land_use_source_support_score,0.29,score_0_1,higher_risk,0.87,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0118,GHSED-024,H_AGRI,land_use_source_support_score,0.48,score_0_1,higher_risk,0.82,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0119,GHSED-024,H_LITHO,land_use_source_support_score,0.17,score_0_1,higher_risk,0.78,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0120,GHSED-024,H_PORT,land_use_source_support_score,0.45,score_0_1,higher_risk,0.72,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0121,GHSED-025,H_MINE,land_use_source_support_score,0.56,score_0_1,higher_risk,0.91,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0122,GHSED-025,H_URBAN,land_use_source_support_score,0.44,score_0_1,higher_risk,0.76,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0123,GHSED-025,H_AGRI,land_use_source_support_score,0.24,score_0_1,higher_risk,0.82,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0124,GHSED-025,H_LITHO,land_use_source_support_score,0.23,score_0_1,higher_risk,0.9,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0125,GHSED-025,H_PORT,land_use_source_support_score,0.52,score_0_1,higher_risk,0.83,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0126,GHSED-026,H_MINE,land_use_source_support_score,0.06,score_0_1,higher_risk,0.89,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0127,GHSED-026,H_URBAN,land_use_source_support_score,0.7,score_0_1,higher_risk,0.87,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0128,GHSED-026,H_AGRI,land_use_source_support_score,0.13,score_0_1,higher_risk,0.87,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0129,GHSED-026,H_LITHO,land_use_source_support_score,0.12,score_0_1,higher_risk,0.83,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0130,GHSED-026,H_PORT,land_use_source_support_score,0.98,score_0_1,higher_risk,0.76,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0131,GHSED-027,H_MINE,land_use_source_support_score,0.03,score_0_1,higher_risk,0.82,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0132,GHSED-027,H_URBAN,land_use_source_support_score,0.37,score_0_1,higher_risk,0.87,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0133,GHSED-027,H_AGRI,land_use_source_support_score,0.3,score_0_1,higher_risk,0.86,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0134,GHSED-027,H_LITHO,land_use_source_support_score,0.32,score_0_1,higher_risk,0.74,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0135,GHSED-027,H_PORT,land_use_source_support_score,0.44,score_0_1,higher_risk,0.88,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0136,GHSED-028,H_MINE,land_use_source_support_score,0.03,score_0_1,higher_risk,0.79,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0137,GHSED-028,H_URBAN,land_use_source_support_score,0.8,score_0_1,higher_risk,0.76,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0138,GHSED-028,H_AGRI,land_use_source_support_score,0.19,score_0_1,higher_risk,0.82,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0139,GHSED-028,H_LITHO,land_use_source_support_score,0.17,score_0_1,higher_risk,0.75,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0140,GHSED-028,H_PORT,land_use_source_support_score,0.48,score_0_1,higher_risk,0.79,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0141,GHSED-029,H_MINE,land_use_source_support_score,0.04,score_0_1,higher_risk,0.84,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0142,GHSED-029,H_URBAN,land_use_source_support_score,0.23,score_0_1,higher_risk,0.82,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0143,GHSED-029,H_AGRI,land_use_source_support_score,0.63,score_0_1,higher_risk,0.75,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0144,GHSED-029,H_LITHO,land_use_source_support_score,0.39,score_0_1,higher_risk,0.92,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0145,GHSED-029,H_PORT,land_use_source_support_score,0,score_0_1,higher_risk,0.79,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0146,GHSED-030,H_MINE,land_use_source_support_score,0.71,score_0_1,higher_risk,0.89,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0147,GHSED-030,H_URBAN,land_use_source_support_score,0.14,score_0_1,higher_risk,0.78,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0148,GHSED-030,H_AGRI,land_use_source_support_score,0.44,score_0_1,higher_risk,0.88,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0149,GHSED-030,H_LITHO,land_use_source_support_score,0.24,score_0_1,higher_risk,0.92,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
SRC-0150,GHSED-030,H_PORT,land_use_source_support_score,0.06,score_0_1,higher_risk,0.84,2025-01-01,land-use/catchment proxy,Higher score means stronger prior support for this source hypothesis.
